Season,DateTime,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
1995-96,1995-08-19T00:00:00Z,Aston Villa,Man United,3,1,H,3,0,H
1995-96,1995-08-19T00:00:00Z,Blackburn,QPR,1,0,H,1,0,H
1995-96,1995-08-19T00:00:00Z,Chelsea,Everton,0,0,D,0,0,D
1995-96,1995-08-19T00:00:00Z,Liverpool,Sheffield Weds,1,0,H,0,0,D
1995-96,1995-08-19T00:00:00Z,Man City,Tottenham,1,1,D,0,1,A
1995-96,1995-08-19T00:00:00Z,Newcastle,Coventry,3,0,H,1,0,H
1995-96,1995-08-19T00:00:00Z,Southampton,Nott'm Forest,3,4,A,1,3,A
1995-96,1995-08-19T00:00:00Z,West Ham,Leeds,1,2,A,1,0,H
1995-96,1995-08-19T00:00:00Z,Wimbledon,Bolton,3,2,H,2,2,D
1995-96,1995-08-20T00:00:00Z,Arsenal,Middlesbrough,1,1,D,1,1,D
1995-96,1995-08-21T00:00:00Z,Leeds,Liverpool,1,0,H,0,0,D
1995-96,1995-08-22T00:00:00Z,Bolton,Newcastle,1,3,A,0,1,A
1995-96,1995-08-23T00:00:00Z,Coventry,Man City,2,1,H,1,0,H
1995-96,1995-08-23T00:00:00Z,Everton,Arsenal,0,2,A,0,0,D
1995-96,1995-08-23T00:00:00Z,Man United,West Ham,2,1,H,0,0,D
1995-96,1995-08-23T00:00:00Z,Nott'm Forest,Chelsea,0,0,D,0,0,D
1995-96,1995-08-23T00:00:00Z,QPR,Wimbledon,0,3,A,0,1,A
1995-96,1995-08-23T00:00:00Z,Sheffield Weds,Blackburn,2,1,H,1,0,H
1995-96,1995-08-23T00:00:00Z,Tottenham,Aston Villa,0,1,A,0,0,D
1995-96,1995-08-26T00:00:00Z,Bolton,Blackburn,2,1,H,1,0,H
1995-96,1995-08-26T00:00:00Z,Coventry,Arsenal,0,0,D,0,0,D
1995-96,1995-08-26T00:00:00Z,Everton,Southampton,2,0,H,2,0,H
1995-96,1995-08-26T00:00:00Z,Leeds,Aston Villa,2,0,H,1,0,H
1995-96,1995-08-26T00:00:00Z,Man United,Wimbledon,3,1,H,1,0,H
1995-96,1995-08-26T00:00:00Z,Middlesbrough,Chelsea,2,0,H,1,0,H
1995-96,1995-08-26T00:00:00Z,Nott'm Forest,West Ham,1,1,D,1,1,D
1995-96,1995-08-26T00:00:00Z,QPR,Man City,1,0,H,1,0,H
1995-96,1995-08-26T00:00:00Z,Tottenham,Liverpool,1,3,A,0,2,A
1995-96,1995-08-27T00:00:00Z,Sheffield Weds,Newcastle,0,2,A,0,0,D
1995-96,1995-08-28T00:00:00Z,Blackburn,Man United,1,2,A,0,0,D
1995-96,1995-08-29T00:00:00Z,Arsenal,Nott'm Forest,1,1,D,1,0,H
1995-96,1995-08-30T00:00:00Z,Aston Villa,Bolton,1,0,H,0,0,D
1995-96,1995-08-30T00:00:00Z,Chelsea,Coventry,2,2,D,2,1,H
1995-96,1995-08-30T00:00:00Z,Liverpool,QPR,1,0,H,1,0,H
1995-96,1995-08-30T00:00:00Z,Man City,Everton,0,2,A,0,0,D
1995-96,1995-08-30T00:00:00Z,Newcastle,Middlesbrough,1,0,H,0,0,D
1995-96,1995-08-30T00:00:00Z,Southampton,Leeds,1,1,D,0,0,D
1995-96,1995-08-30T00:00:00Z,West Ham,Tottenham,1,1,D,1,0,H
1995-96,1995-08-30T00:00:00Z,Wimbledon,Sheffield Weds,2,2,D,1,1,D
1995-96,1995-09-09T00:00:00Z,Blackburn,Aston Villa,1,1,D,0,1,A
1995-96,1995-09-09T00:00:00Z,Bolton,Middlesbrough,1,1,D,1,0,H
1995-96,1995-09-09T00:00:00Z,Coventry,Nott'm Forest,1,1,D,1,1,D
1995-96,1995-09-09T00:00:00Z,Everton,Man United,2,3,A,1,1,D
1995-96,1995-09-09T00:00:00Z,QPR,Sheffield Weds,0,3,A,0,0,D
1995-96,1995-09-09T00:00:00Z,Southampton,Newcastle,1,0,H,0,0,D
1995-96,1995-09-09T00:00:00Z,Tottenham,Leeds,2,1,H,1,0,H
1995-96,1995-09-09T00:00:00Z,Wimbledon,Liverpool,1,0,H,1,0,H
1995-96,1995-09-10T00:00:00Z,Man City,Arsenal,0,1,A,0,0,D
1995-96,1995-09-11T00:00:00Z,West Ham,Chelsea,1,3,A,0,2,A
1995-96,1995-09-12T00:00:00Z,Middlesbrough,Southampton,0,0,D,0,0,D
1995-96,1995-09-16T00:00:00Z,Arsenal,West Ham,1,0,H,0,0,D
1995-96,1995-09-16T00:00:00Z,Aston Villa,Wimbledon,2,0,H,1,0,H
1995-96,1995-09-16T00:00:00Z,Chelsea,Southampton,3,0,H,0,0,D
1995-96,1995-09-16T00:00:00Z,Leeds,QPR,1,3,A,0,2,A
1995-96,1995-09-16T00:00:00Z,Liverpool,Blackburn,3,0,H,3,0,H
1995-96,1995-09-16T00:00:00Z,Man United,Bolton,3,0,H,2,0,H
1995-96,1995-09-16T00:00:00Z,Middlesbrough,Coventry,2,1,H,0,0,D
1995-96,1995-09-16T00:00:00Z,Newcastle,Man City,3,1,H,2,0,H
1995-96,1995-09-16T00:00:00Z,Sheffield Weds,Tottenham,1,3,A,1,1,D
1995-96,1995-09-17T00:00:00Z,Nott'm Forest,Everton,3,2,H,2,0,H
1995-96,1995-09-23T00:00:00Z,Arsenal,Southampton,4,2,H,2,2,D
1995-96,1995-09-23T00:00:00Z,Aston Villa,Nott'm Forest,1,1,D,0,0,D
1995-96,1995-09-23T00:00:00Z,Blackburn,Coventry,5,1,H,2,1,H
1995-96,1995-09-23T00:00:00Z,Liverpool,Bolton,5,2,H,2,0,H
1995-96,1995-09-23T00:00:00Z,Man City,Middlesbrough,0,1,A,0,1,A
1995-96,1995-09-23T00:00:00Z,Sheffield Weds,Man United,0,0,D,0,0,D
1995-96,1995-09-23T00:00:00Z,West Ham,Everton,2,1,H,2,1,H
1995-96,1995-09-23T00:00:00Z,Wimbledon,Leeds,2,4,A,1,3,A
1995-96,1995-09-24T00:00:00Z,Newcastle,Chelsea,2,0,H,1,0,H
1995-96,1995-09-25T00:00:00Z,QPR,Tottenham,2,3,A,1,0,H
1995-96,1995-09-30T00:00:00Z,Bolton,QPR,0,1,A,0,0,D
1995-96,1995-09-30T00:00:00Z,Chelsea,Arsenal,1,0,H,0,0,D
1995-96,1995-09-30T00:00:00Z,Coventry,Aston Villa,0,3,A,0,1,A
1995-96,1995-09-30T00:00:00Z,Leeds,Sheffield Weds,2,0,H,1,0,H
1995-96,1995-09-30T00:00:00Z,Middlesbrough,Blackburn,2,0,H,1,0,H
1995-96,1995-09-30T00:00:00Z,Nott'm Forest,Man City,3,0,H,1,0,H
1995-96,1995-09-30T00:00:00Z,Tottenham,Wimbledon,3,1,H,2,1,H
1995-96,1995-10-01T00:00:00Z,Everton,Newcastle,1,3,A,0,1,A
1995-96,1995-10-01T00:00:00Z,Man United,Liverpool,2,2,D,1,1,D
1995-96,1995-10-02T00:00:00Z,Southampton,West Ham,0,0,D,0,0,D
1995-96,1995-10-14T00:00:00Z,Aston Villa,Chelsea,0,1,A,0,0,D
1995-96,1995-10-14T00:00:00Z,Blackburn,Southampton,2,1,H,1,0,H
1995-96,1995-10-14T00:00:00Z,Bolton,Everton,1,1,D,1,0,H
1995-96,1995-10-14T00:00:00Z,Leeds,Arsenal,0,3,A,0,1,A
1995-96,1995-10-14T00:00:00Z,Liverpool,Coventry,0,0,D,0,0,D
1995-96,1995-10-14T00:00:00Z,Man United,Man City,1,0,H,1,0,H
1995-96,1995-10-14T00:00:00Z,QPR,Newcastle,2,3,A,1,0,H
1995-96,1995-10-14T00:00:00Z,Tottenham,Nott'm Forest,0,1,A,0,0,D
1995-96,1995-10-15T00:00:00Z,Sheffield Weds,Middlesbrough,0,1,A,0,0,D
1995-96,1995-10-16T00:00:00Z,Wimbledon,West Ham,0,1,A,0,1,A
1995-96,1995-10-21T00:00:00Z,Arsenal,Aston Villa,2,0,H,0,0,D
1995-96,1995-10-21T00:00:00Z,Chelsea,Man United,1,4,A,0,2,A
1995-96,1995-10-21T00:00:00Z,Coventry,Sheffield Weds,0,1,A,0,1,A
1995-96,1995-10-21T00:00:00Z,Man City,Leeds,0,0,D,0,0,D
1995-96,1995-10-21T00:00:00Z,Middlesbrough,QPR,1,0,H,1,0,H
1995-96,1995-10-21T00:00:00Z,Newcastle,Wimbledon,6,1,H,3,0,H
1995-96,1995-10-21T00:00:00Z,Nott'm Forest,Bolton,3,2,H,1,1,D
1995-96,1995-10-21T00:00:00Z,West Ham,Blackburn,1,1,D,1,0,H
1995-96,1995-10-22T00:00:00Z,Everton,Tottenham,1,1,D,1,1,D
1995-96,1995-10-22T00:00:00Z,Southampton,Liverpool,1,3,A,1,1,D
1995-96,1995-10-28T00:00:00Z,Aston Villa,Everton,1,0,H,0,0,D
1995-96,1995-10-28T00:00:00Z,Blackburn,Chelsea,3,0,H,1,0,H
1995-96,1995-10-28T00:00:00Z,Leeds,Coventry,3,1,H,2,1,H
1995-96,1995-10-28T00:00:00Z,Liverpool,Man City,6,0,H,2,0,H
1995-96,1995-10-28T00:00:00Z,Man United,Middlesbrough,2,0,H,1,0,H
1995-96,1995-10-28T00:00:00Z,QPR,Nott'm Forest,1,1,D,0,0,D
1995-96,1995-10-28T00:00:00Z,Sheffield Weds,West Ham,0,1,A,0,1,A
1995-96,1995-10-28T00:00:00Z,Wimbledon,Southampton,1,2,A,0,1,A
1995-96,1995-10-29T00:00:00Z,Tottenham,Newcastle,1,1,D,1,0,H
1995-96,1995-10-30T00:00:00Z,Bolton,Arsenal,1,0,H,1,0,H
1995-96,1995-11-04T00:00:00Z,Arsenal,Man United,1,0,H,1,0,H
1995-96,1995-11-04T00:00:00Z,Chelsea,Sheffield Weds,0,0,D,0,0,D
1995-96,1995-11-04T00:00:00Z,Coventry,Tottenham,2,3,A,1,2,A
1995-96,1995-11-04T00:00:00Z,Man City,Bolton,1,0,H,1,0,H
1995-96,1995-11-04T00:00:00Z,Middlesbrough,Leeds,1,1,D,1,1,D
1995-96,1995-11-04T00:00:00Z,Newcastle,Liverpool,2,1,H,1,1,D
1995-96,1995-11-04T00:00:00Z,Southampton,QPR,2,0,H,1,0,H
1995-96,1995-11-04T00:00:00Z,West Ham,Aston Villa,1,4,A,0,1,A
1995-96,1995-11-05T00:00:00Z,Everton,Blackburn,1,0,H,1,0,H
1995-96,1995-11-06T00:00:00Z,Nott'm Forest,Wimbledon,4,1,H,2,1,H
1995-96,1995-11-08T00:00:00Z,Newcastle,Blackburn,1,0,H,1,0,H
1995-96,1995-11-18T00:00:00Z,Aston Villa,Newcastle,1,1,D,1,0,H
1995-96,1995-11-18T00:00:00Z,Blackburn,Nott'm Forest,7,0,H,2,0,H
1995-96,1995-11-18T00:00:00Z,Bolton,West Ham,0,3,A,0,0,D
1995-96,1995-11-18T00:00:00Z,Leeds,Chelsea,1,0,H,0,0,D
1995-96,1995-11-18T00:00:00Z,Liverpool,Everton,1,2,A,0,0,D
1995-96,1995-11-18T00:00:00Z,Man United,Southampton,4,1,H,3,0,H
1995-96,1995-11-18T00:00:00Z,Sheffield Weds,Man City,1,1,D,1,0,H
1995-96,1995-11-18T00:00:00Z,Tottenham,Arsenal,2,1,H,1,1,D
1995-96,1995-11-18T00:00:00Z,Wimbledon,Middlesbrough,0,0,D,0,0,D
1995-96,1995-11-19T00:00:00Z,QPR,Coventry,1,1,D,1,0,H
1995-96,1995-11-20T00:00:00Z,Southampton,Aston Villa,0,1,A,0,1,A
1995-96,1995-11-21T00:00:00Z,Arsenal,Sheffield Weds,4,2,H,1,2,A
1995-96,1995-11-21T00:00:00Z,Middlesbrough,Tottenham,0,1,A,0,0,D
1995-96,1995-11-22T00:00:00Z,Chelsea,Bolton,3,2,H,1,1,D
1995-96,1995-11-22T00:00:00Z,Coventry,Man United,0,4,A,0,1,A
1995-96,1995-11-22T00:00:00Z,Everton,QPR,2,0,H,2,0,H
1995-96,1995-11-22T00:00:00Z,Man City,Wimbledon,1,0,H,0,0,D
1995-96,1995-11-22T00:00:00Z,West Ham,Liverpool,0,0,D,0,0,D
1995-96,1995-11-25T00:00:00Z,Chelsea,Tottenham,0,0,D,0,0,D
1995-96,1995-11-25T00:00:00Z,Coventry,Wimbledon,3,3,D,1,2,A
1995-96,1995-11-25T00:00:00Z,Everton,Sheffield Weds,2,2,D,1,2,A
1995-96,1995-11-25T00:00:00Z,Man City,Aston Villa,1,0,H,0,0,D
1995-96,1995-11-25T00:00:00Z,Middlesbrough,Liverpool,2,1,H,1,0,H
1995-96,1995-11-25T00:00:00Z,Newcastle,Leeds,2,1,H,0,1,A
1995-96,1995-11-25T00:00:00Z,Southampton,Bolton,1,0,H,0,0,D
1995-96,1995-11-25T00:00:00Z,West Ham,QPR,1,0,H,0,0,D
1995-96,1995-11-26T00:00:00Z,Arsenal,Blackburn,0,0,D,0,0,D
1995-96,1995-11-27T00:00:00Z,Nott'm Forest,Man United,1,1,D,1,0,H
1995-96,1995-12-02T00:00:00Z,Aston Villa,Arsenal,1,1,D,0,0,D
1995-96,1995-12-02T00:00:00Z,Blackburn,West Ham,4,2,H,3,0,H
1995-96,1995-12-02T00:00:00Z,Bolton,Nott'm Forest,1,1,D,0,0,D
1995-96,1995-12-02T00:00:00Z,Leeds,Man City,0,1,A,0,0,D
1995-96,1995-12-02T00:00:00Z,Liverpool,Southampton,1,1,D,0,0,D
1995-96,1995-12-02T00:00:00Z,Man United,Chelsea,1,1,D,0,0,D
1995-96,1995-12-02T00:00:00Z,QPR,Middlesbrough,1,1,D,1,1,D
1995-96,1995-12-02T00:00:00Z,Tottenham,Everton,0,0,D,0,0,D
1995-96,1995-12-03T00:00:00Z,Wimbledon,Newcastle,3,3,D,2,3,A
1995-96,1995-12-04T00:00:00Z,Sheffield Weds,Coventry,4,3,H,2,2,D
1995-96,1995-12-09T00:00:00Z,Bolton,Liverpool,0,1,A,0,0,D
1995-96,1995-12-09T00:00:00Z,Chelsea,Newcastle,1,0,H,1,0,H
1995-96,1995-12-09T00:00:00Z,Coventry,Blackburn,5,0,H,1,0,H
1995-96,1995-12-09T00:00:00Z,Leeds,Wimbledon,1,1,D,0,1,A
1995-96,1995-12-09T00:00:00Z,Man United,Sheffield Weds,2,2,D,1,0,H
1995-96,1995-12-09T00:00:00Z,Middlesbrough,Man City,4,1,H,1,1,D
1995-96,1995-12-09T00:00:00Z,Southampton,Arsenal,0,0,D,0,0,D
1995-96,1995-12-09T00:00:00Z,Tottenham,QPR,1,0,H,1,0,H
1995-96,1995-12-10T00:00:00Z,Nott'm Forest,Aston Villa,1,1,D,0,0,D
1995-96,1995-12-11T00:00:00Z,Everton,West Ham,3,0,H,2,0,H
1995-96,1995-12-16T00:00:00Z,Arsenal,Chelsea,1,1,D,0,1,A
1995-96,1995-12-16T00:00:00Z,Aston Villa,Coventry,4,1,H,1,0,H
1995-96,1995-12-16T00:00:00Z,Blackburn,Middlesbrough,1,0,H,1,0,H
1995-96,1995-12-16T00:00:00Z,Newcastle,Everton,1,0,H,1,0,H
1995-96,1995-12-16T00:00:00Z,QPR,Bolton,2,1,H,1,1,D
1995-96,1995-12-16T00:00:00Z,Sheffield Weds,Leeds,6,2,H,3,1,H
1995-96,1995-12-16T00:00:00Z,West Ham,Southampton,2,1,H,0,1,A
1995-96,1995-12-16T00:00:00Z,Wimbledon,Tottenham,0,1,A,0,0,D
1995-96,1995-12-17T00:00:00Z,Liverpool,Man United,2,0,H,1,0,H
1995-96,1995-12-18T00:00:00Z,Man City,Nott'm Forest,1,1,D,1,0,H
1995-96,1995-12-23T00:00:00Z,Coventry,Everton,2,1,H,0,0,D
1995-96,1995-12-23T00:00:00Z,Liverpool,Arsenal,3,1,H,1,1,D
1995-96,1995-12-23T00:00:00Z,Man City,Chelsea,0,1,A,0,0,D
1995-96,1995-12-23T00:00:00Z,Middlesbrough,West Ham,4,2,H,3,0,H
1995-96,1995-12-23T00:00:00Z,Newcastle,Nott'm Forest,3,1,H,2,1,H
1995-96,1995-12-23T00:00:00Z,QPR,Aston Villa,1,0,H,0,0,D
1995-96,1995-12-23T00:00:00Z,Sheffield Weds,Southampton,2,2,D,1,1,D
1995-96,1995-12-23T00:00:00Z,Tottenham,Bolton,2,2,D,1,0,H
1995-96,1995-12-23T00:00:00Z,Wimbledon,Blackburn,1,1,D,0,1,A
1995-96,1995-12-24T00:00:00Z,Leeds,Man United,3,1,H,2,1,H
1995-96,1995-12-26T00:00:00Z,Arsenal,QPR,3,0,H,1,0,H
1995-96,1995-12-26T00:00:00Z,Blackburn,Man City,2,0,H,1,0,H
1995-96,1995-12-26T00:00:00Z,Chelsea,Wimbledon,1,2,A,1,2,A
1995-96,1995-12-26T00:00:00Z,Everton,Middlesbrough,4,0,H,2,0,H
1995-96,1995-12-26T00:00:00Z,Nott'm Forest,Sheffield Weds,1,0,H,1,0,H
1995-96,1995-12-26T00:00:00Z,Southampton,Tottenham,0,0,D,0,0,D
1995-96,1995-12-27T00:00:00Z,Bolton,Leeds,0,2,A,0,1,A
1995-96,1995-12-27T00:00:00Z,Man United,Newcastle,2,0,H,1,0,H
1995-96,1995-12-30T00:00:00Z,Arsenal,Wimbledon,1,3,A,1,1,D
1995-96,1995-12-30T00:00:00Z,Blackburn,Tottenham,2,1,H,2,0,H
1995-96,1995-12-30T00:00:00Z,Bolton,Coventry,1,2,A,1,1,D
1995-96,1995-12-30T00:00:00Z,Chelsea,Liverpool,2,2,D,2,1,H
1995-96,1995-12-30T00:00:00Z,Everton,Leeds,2,0,H,2,0,H
1995-96,1995-12-30T00:00:00Z,Man United,QPR,2,1,H,1,0,H
1995-96,1995-12-30T00:00:00Z,Nott'm Forest,Middlesbrough,1,0,H,1,0,H
1995-96,1996-01-01T00:00:00Z,Coventry,Southampton,1,1,D,0,0,D
1995-96,1996-01-01T00:00:00Z,Leeds,Blackburn,0,0,D,0,0,D
1995-96,1996-01-01T00:00:00Z,Liverpool,Nott'm Forest,4,2,H,2,2,D
1995-96,1996-01-01T00:00:00Z,Man City,West Ham,2,1,H,1,0,H
1995-96,1996-01-01T00:00:00Z,Middlesbrough,Aston Villa,0,2,A,0,2,A
1995-96,1996-01-01T00:00:00Z,Sheffield Weds,Bolton,4,2,H,2,0,H
1995-96,1996-01-01T00:00:00Z,Tottenham,Man United,4,1,H,2,1,H
1995-96,1996-01-01T00:00:00Z,Wimbledon,Everton,2,3,A,0,3,A
1995-96,1996-01-02T00:00:00Z,Newcastle,Arsenal,2,0,H,1,0,H
1995-96,1996-01-02T00:00:00Z,QPR,Chelsea,1,2,A,0,0,D
1995-96,1996-01-13T00:00:00Z,Bolton,Wimbledon,1,0,H,1,0,H
1995-96,1996-01-13T00:00:00Z,Everton,Chelsea,1,1,D,1,1,D
1995-96,1996-01-13T00:00:00Z,Leeds,West Ham,2,0,H,1,0,H
1995-96,1996-01-13T00:00:00Z,Man United,Aston Villa,0,0,D,0,0,D
1995-96,1996-01-13T00:00:00Z,Middlesbrough,Arsenal,2,3,A,1,1,D
1995-96,1996-01-13T00:00:00Z,Nott'm Forest,Southampton,1,0,H,1,0,H
1995-96,1996-01-13T00:00:00Z,QPR,Blackburn,0,1,A,0,0,D
1995-96,1996-01-13T00:00:00Z,Sheffield Weds,Liverpool,1,1,D,1,0,H
1995-96,1996-01-13T00:00:00Z,Tottenham,Man City,1,0,H,0,0,D
1995-96,1996-01-14T00:00:00Z,Coventry,Newcastle,0,1,A,0,1,A
1995-96,1996-01-20T00:00:00Z,Arsenal,Everton,1,2,A,1,0,H
1995-96,1996-01-20T00:00:00Z,Blackburn,Sheffield Weds,3,0,H,2,0,H
1995-96,1996-01-20T00:00:00Z,Chelsea,Nott'm Forest,1,0,H,0,0,D
1995-96,1996-01-20T00:00:00Z,Liverpool,Leeds,5,0,H,1,0,H
1995-96,1996-01-20T00:00:00Z,Man City,Coventry,1,1,D,0,0,D
1995-96,1996-01-20T00:00:00Z,Newcastle,Bolton,2,1,H,2,1,H
1995-96,1996-01-20T00:00:00Z,Southampton,Middlesbrough,2,1,H,0,1,A
1995-96,1996-01-20T00:00:00Z,Wimbledon,QPR,2,1,H,1,0,H
1995-96,1996-01-21T00:00:00Z,Aston Villa,Tottenham,2,1,H,1,1,D
1995-96,1996-01-23T00:00:00Z,West Ham,Man United,0,1,A,0,1,A
1995-96,1996-01-31T00:00:00Z,Aston Villa,Liverpool,0,2,A,0,0,D
1995-96,1996-01-31T00:00:00Z,Nott'm Forest,Leeds,2,1,H,1,0,H
1995-96,1996-01-31T00:00:00Z,Southampton,Man City,1,1,D,0,0,D
1995-96,1996-01-31T00:00:00Z,West Ham,Coventry,3,2,H,0,0,D
1995-96,1996-02-03T00:00:00Z,Arsenal,Coventry,1,1,D,1,1,D
1995-96,1996-02-03T00:00:00Z,Aston Villa,Leeds,3,0,H,2,0,H
1995-96,1996-02-03T00:00:00Z,Blackburn,Bolton,3,1,H,1,1,D
1995-96,1996-02-03T00:00:00Z,Liverpool,Tottenham,0,0,D,0,0,D
1995-96,1996-02-03T00:00:00Z,Man City,QPR,2,0,H,1,0,H
1995-96,1996-02-03T00:00:00Z,Newcastle,Sheffield Weds,2,0,H,0,0,D
1995-96,1996-02-03T00:00:00Z,Southampton,Everton,2,2,D,0,0,D
1995-96,1996-02-03T00:00:00Z,West Ham,Nott'm Forest,1,0,H,1,0,H
1995-96,1996-02-03T00:00:00Z,Wimbledon,Man United,2,4,A,0,2,A
1995-96,1996-02-04T00:00:00Z,Chelsea,Middlesbrough,5,0,H,3,0,H
1995-96,1996-02-10T00:00:00Z,Bolton,Aston Villa,0,2,A,0,1,A
1995-96,1996-02-10T00:00:00Z,Coventry,Chelsea,1,0,H,1,0,H
1995-96,1996-02-10T00:00:00Z,Everton,Man City,2,0,H,1,0,H
1995-96,1996-02-10T00:00:00Z,Man United,Blackburn,1,0,H,1,0,H
1995-96,1996-02-10T00:00:00Z,Middlesbrough,Newcastle,1,2,A,1,0,H
1995-96,1996-02-10T00:00:00Z,Nott'm Forest,Arsenal,0,1,A,0,0,D
1995-96,1996-02-10T00:00:00Z,Sheffield Weds,Wimbledon,2,1,H,0,0,D
1995-96,1996-02-11T00:00:00Z,QPR,Liverpool,1,2,A,0,2,A
1995-96,1996-02-12T00:00:00Z,Tottenham,West Ham,0,1,A,0,1,A
1995-96,1996-02-17T00:00:00Z,Chelsea,West Ham,1,2,A,1,0,H
1995-96,1996-02-17T00:00:00Z,Middlesbrough,Bolton,1,4,A,1,2,A
1995-96,1996-02-17T00:00:00Z,Sheffield Weds,QPR,1,3,A,1,1,D
1995-96,1996-02-21T00:00:00Z,Man United,Everton,2,0,H,1,0,H
1995-96,1996-02-21T00:00:00Z,West Ham,Newcastle,2,0,H,1,0,H
1995-96,1996-02-24T00:00:00Z,Blackburn,Liverpool,2,3,A,1,2,A
1995-96,1996-02-24T00:00:00Z,Coventry,Middlesbrough,0,0,D,0,0,D
1995-96,1996-02-24T00:00:00Z,Everton,Nott'm Forest,3,0,H,0,0,D
1995-96,1996-02-24T00:00:00Z,Man City,Newcastle,3,3,D,1,1,D
1995-96,1996-02-24T00:00:00Z,Southampton,Chelsea,2,3,A,2,2,D
1995-96,1996-02-24T00:00:00Z,Tottenham,Sheffield Weds,1,0,H,1,0,H
1995-96,1996-02-24T00:00:00Z,West Ham,Arsenal,0,1,A,0,1,A
1995-96,1996-02-24T00:00:00Z,Wimbledon,Aston Villa,3,3,D,1,1,D
1995-96,1996-02-25T00:00:00Z,Bolton,Man United,0,6,A,0,2,A
1995-96,1996-02-28T00:00:00Z,Aston Villa,Blackburn,2,0,H,0,0,D
1995-96,1996-03-02T00:00:00Z,Coventry,West Ham,2,2,D,2,2,D
1995-96,1996-03-02T00:00:00Z,Leeds,Bolton,0,1,A,0,1,A
1995-96,1996-03-02T00:00:00Z,Man City,Blackburn,1,1,D,0,0,D
1995-96,1996-03-02T00:00:00Z,Middlesbrough,Everton,0,2,A,0,2,A
1995-96,1996-03-02T00:00:00Z,QPR,Arsenal,1,1,D,1,0,H
1995-96,1996-03-02T00:00:00Z,Sheffield Weds,Nott'm Forest,1,3,A,0,1,A
1995-96,1996-03-02T00:00:00Z,Tottenham,Southampton,1,0,H,0,0,D
1995-96,1996-03-02T00:00:00Z,Wimbledon,Chelsea,1,1,D,1,1,D
1995-96,1996-03-03T00:00:00Z,Liverpool,Aston Villa,3,0,H,3,0,H
1995-96,1996-03-04T00:00:00Z,Newcastle,Man United,0,1,A,0,0,D
1995-96,1996-03-05T00:00:00Z,Arsenal,Man City,3,1,H,2,0,H
1995-96,1996-03-06T00:00:00Z,Aston Villa,Sheffield Weds,3,2,H,0,1,A
1995-96,1996-03-06T00:00:00Z,QPR,Leeds,1,2,A,1,2,A
1995-96,1996-03-09T00:00:00Z,Aston Villa,QPR,4,2,H,1,0,H
1995-96,1996-03-09T00:00:00Z,Everton,Coventry,2,2,D,2,1,H
1995-96,1996-03-09T00:00:00Z,West Ham,Middlesbrough,2,0,H,1,0,H
1995-96,1996-03-12T00:00:00Z,Chelsea,Man City,1,1,D,1,1,D
1995-96,1996-03-13T00:00:00Z,Blackburn,Leeds,1,0,H,0,0,D
1995-96,1996-03-13T00:00:00Z,Liverpool,Wimbledon,2,2,D,1,0,H
1995-96,1996-03-16T00:00:00Z,Coventry,Bolton,0,2,A,0,0,D
1995-96,1996-03-16T00:00:00Z,Liverpool,Chelsea,2,0,H,0,0,D
1995-96,1996-03-16T00:00:00Z,Man City,Southampton,2,1,H,2,0,H
1995-96,1996-03-16T00:00:00Z,Middlesbrough,Nott'm Forest,1,1,D,0,0,D
1995-96,1996-03-16T00:00:00Z,QPR,Man United,1,1,D,0,0,D
1995-96,1996-03-16T00:00:00Z,Sheffield Weds,Aston Villa,2,0,H,0,0,D
1995-96,1996-03-16T00:00:00Z,Tottenham,Blackburn,2,3,A,0,2,A
1995-96,1996-03-16T00:00:00Z,Wimbledon,Arsenal,0,3,A,0,0,D
1995-96,1996-03-17T00:00:00Z,Leeds,Everton,2,2,D,2,1,H
1995-96,1996-03-18T00:00:00Z,Newcastle,West Ham,3,0,H,1,0,H
1995-96,1996-03-19T00:00:00Z,Aston Villa,Middlesbrough,0,0,D,0,0,D
1995-96,1996-03-20T00:00:00Z,Bolton,Tottenham,2,3,A,0,1,A
1995-96,1996-03-20T00:00:00Z,Man United,Arsenal,1,0,H,0,0,D
1995-96,1996-03-20T00:00:00Z,Southampton,Sheffield Weds,0,1,A,0,1,A
1995-96,1996-03-23T00:00:00Z,Arsenal,Newcastle,2,0,H,2,0,H
1995-96,1996-03-23T00:00:00Z,Bolton,Sheffield Weds,2,1,H,1,1,D
1995-96,1996-03-23T00:00:00Z,Chelsea,QPR,1,1,D,1,1,D
1995-96,1996-03-23T00:00:00Z,Everton,Wimbledon,2,4,A,1,1,D
1995-96,1996-03-23T00:00:00Z,Nott'm Forest,Liverpool,1,0,H,1,0,H
1995-96,1996-03-23T00:00:00Z,West Ham,Man City,4,2,H,1,0,H
1995-96,1996-03-24T00:00:00Z,Man United,Tottenham,1,0,H,0,0,D
1995-96,1996-03-25T00:00:00Z,Southampton,Coventry,1,0,H,1,0,H
1995-96,1996-03-30T00:00:00Z,Blackburn,Everton,0,3,A,0,0,D
1995-96,1996-03-30T00:00:00Z,Bolton,Man City,1,1,D,0,1,A
1995-96,1996-03-30T00:00:00Z,Leeds,Middlesbrough,0,1,A,0,1,A
1995-96,1996-03-30T00:00:00Z,QPR,Southampton,3,0,H,1,0,H
1995-96,1996-03-30T00:00:00Z,Tottenham,Coventry,3,1,H,1,0,H
1995-96,1996-03-30T00:00:00Z,Wimbledon,Nott'm Forest,1,0,H,0,0,D
